Date (GMT+5:30),Solar (Energy in GWh/day),Rooftop Solar (Est.) (Energy in GWh/day),Solar (Estimated) (Energy in GWh/day),Mini Hydro (Telemetered) (Energy in GWh/day),Mini Hydro (Estimated) (Energy in GWh/day),Biomass and Waste Heat (Energy in GWh/day),Wind (Energy in GWh/day),Major Hydro (Energy in GWh/day),Oil (IPP) (Energy in GWh/day),Oil (CEB) (Energy in GWh/day),Coal (Energy in GWh/day)
2022-01-19,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.40,13.20,9.64,6.05,13.03
2022-01-20,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.47,13.58,9.64,7.27,12.94
2022-01-21,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.21,10.97,9.60,9.28,12.94
2022-01-22,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.05,10.29,9.12,8.81,12.91
2022-01-23,0.14,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.53,9.87,6.19,7.72,12.90
2022-01-24,0.55,Data N/A,Data N/A,Data N/A,Data N/A,0.46,1.73,23.55,13.13,16.37,26.02
2022-01-25,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.28,11.76,9.61,9.23,12.96
2022-01-26,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.24,14.35,6.63,10.32,12.95
2022-01-27,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.93,12.43,6.55,10.66,12.96
2022-01-28,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.35,12.60,6.53,10.58,12.98
2022-01-29,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.88,11.68,6.51,9.99,12.93
2022-01-30,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.14,11.95,3.37,9.30,13.53
2022-01-31,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.99,12.11,5.79,9.62,17.59
2022-02-01,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.06,13.68,6.55,9.42,12.94
2022-02-02,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.76,11.94,6.42,9.42,16.81
2022-02-03,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.23,13.92,4.66,3.57,19.52
2022-02-04,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.22,8.06,5.77,2.92,19.51
2022-02-05,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.19,0.56,10.32,7.14,3.32,19.53
2022-02-06,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.14,8.89,5.53,3.62,19.47
2022-02-07,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.54,9.75,8.62,6.20,19.47
2022-02-08,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.31,9.35,7.34,8.46,19.53
2022-02-09,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.42,9.68,7.32,8.27,19.54
2022-02-10,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.43,10.68,8.84,6.12,19.53
2022-02-11,0.14,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.97,9.72,8.72,7.49,19.57
2022-02-12,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.76,10.84,7.03,4.07,19.56
2022-02-13,0.12,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.97,8.56,0.94,5.67,19.13
2022-02-14,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.55,9.13,7.04,6.30,19.14
2022-02-15,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.28,10.57,6.12,6.51,19.55
2022-02-16,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.00,1.08,7.33,2.94,7.33,19.51
2022-02-17,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.95,9.72,6.28,7.71,19.55
2022-02-18,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.85,10.23,9.72,3.90,19.53
2022-02-19,0.17,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.97,9.30,9.37,5.29,19.55
2022-02-20,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.02,0.63,8.99,2.98,6.89,19.54
2022-02-21,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.18,9.13,8.21,7.84,19.33
2022-02-22,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.38,10.69,6.68,8.12,19.57
2022-02-23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2022-02-24,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.23,1.61,9.72,7.14,4.63,19.57
2022-02-25,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.50,7.27,9.69,3.73,19.48
2022-02-26,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.42,8.58,9.08,3.78,19.49
2022-02-27,0.36,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.76,6.52,4.04,6.23,19.25
2022-02-28,0.43,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.24,7.63,8.93,3.21,19.55
2022-03-01,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.55,10.52,9.40,3.14,19.54
2022-03-02,0.17,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.96,9.86,4.29,4.63,19.60
2022-03-03,0.15,Data N/A,Data N/A,Data N/A,Data N/A,0.27,2.23,7.41,2.98,8.29,19.48
2022-03-04,0.13,Data N/A,Data N/A,Data N/A,Data N/A,0.20,1.82,9.84,4.36,5.11,19.62
2022-03-05,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.14,1.29,8.29,8.90,6.63,19.59
2022-03-06,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.14,1.52,6.84,7.83,3.70,19.53
2022-03-07,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.14,0.60,7.04,6.30,9.12,19.59
2022-03-08,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.15,0.88,7.02,6.70,9.22,19.65
2022-03-09,0.35,Data N/A,Data N/A,Data N/A,Data N/A,0.22,1.05,7.43,9.27,8.48,19.63
2022-03-10,0.34,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.74,8.95,8.90,7.94,19.60
2022-03-11,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.93,7.95,9.48,8.29,19.64
2022-03-12,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.94,7.26,8.66,5.66,19.64
2022-03-13,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.17,8.33,1.25,7.02,19.63
2022-03-14,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.11,7.24,5.94,9.61,19.58
2022-03-15,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.34,8.28,8.66,8.09,19.61
2022-03-16,0.17,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.10,10.96,9.30,5.04,19.60
2022-03-17,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.37,7.60,9.34,4.82,19.59
2022-03-18,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.77,7.11,8.99,5.97,19.60
2022-03-19,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.79,7.77,6.74,6.61,19.57
2022-03-20,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.30,9.31,3.73,5.09,19.56
2022-03-21,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.15,2.53,8.84,8.63,4.84,19.24
2022-03-22,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.60,11.01,7.39,7.12,19.39
2022-03-23,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.03,7.40,8.94,10.53,19.57
2022-03-24,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.13,0.77,8.51,4.50,11.31,19.61
2022-03-25,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.15,0.54,9.99,2.98,11.52,19.58
2022-03-26,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.49,7.98,2.98,11.77,19.65
2022-03-27,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.28,6.86,3.86,9.42,19.55
2022-03-28,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.35,5.74,8.95,9.74,19.62
2022-03-29,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.22,0.79,5.94,7.83,7.96,19.66
2022-03-30,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.17,7.18,3.60,6.69,19.60
2022-03-31,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.12,0.74,7.29,0.85,5.62,19.59
2022-04-01,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.69,8.46,0.95,3.39,19.60
2022-04-02,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.12,0.60,5.22,5.85,3.62,19.57
2022-04-03,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.12,0.40,6.62,3.64,3.70,19.54
2022-04-04,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.21,0.38,6.55,5.16,6.27,19.58
2022-04-05,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.59,7.04,6.62,5.79,19.59
2022-04-06,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.11,8.93,3.81,4.44,19.56
2022-04-07,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.15,9.43,6.17,1.35,19.64
2022-04-08,0.08,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.27,8.89,6.64,0.24,19.67
2022-04-09,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.22,9.46,6.61,0.17,19.63
2022-04-10,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.28,9.54,3.86,0.00,19.58
2022-04-11,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.10,7.43,1.78,2.83,19.20
2022-04-12,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.10,6.43,0.53,3.78,19.36
2022-04-13,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.17,0.99,7.15,1.50,3.76,16.83
2022-04-14,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.47,6.18,1.00,3.72,15.36
2022-04-15,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.10,1.59,4.88,1.28,3.89,17.50
2022-04-16,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.13,2.05,4.75,1.06,3.86,17.10
2022-04-17,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.37,5.95,1.33,3.91,17.85
2022-04-18,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.19,6.56,3.16,5.95,19.34
2022-04-19,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.39,6.87,7.09,4.77,19.49
2022-04-20,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.72,6.92,8.14,5.82,19.60
2022-04-21,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.28,7.47,8.91,5.80,19.50
2022-04-22,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.30,5.92,8.29,7.13,19.51
2022-04-23,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.46,6.29,4.25,7.67,18.94
2022-04-24,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.11,7.46,1.70,6.23,19.54
2022-04-25,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.18,8.63,4.89,8.24,19.63
2022-04-26,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.13,0.18,8.34,7.51,7.37,19.57
2022-04-27,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.13,0.29,8.07,7.10,8.07,19.61
2022-04-28,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.12,0.64,7.60,5.25,7.88,19.60
2022-04-29,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.27,6.94,6.85,7.53,18.50
2022-04-30,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.19,8.47,4.44,7.19,17.86
2022-05-01,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.27,2.87,6.00,2.82,7.46,17.83
2022-05-02,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.00,7.43,4.24,7.56,17.53
2022-05-03,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.26,12.00,10.44,10.17,13.10
2022-05-04,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.68,9.85,8.40,10.28,13.02
2022-05-05,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.80,11.59,8.31,9.37,13.06
2022-05-06,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.80,11.59,8.31,9.37,13.06
2022-05-07,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.47,11.84,6.25,7.51,13.06
2022-05-08,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.70,15.28,4.57,3.65,13.05
2022-05-09,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.75,13.55,8.81,1.82,13.05
2022-05-10,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.62,13.40,1.60,0.81,12.96
2022-05-11,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.27,4.11,16.00,0.00,0.21,12.12
2022-05-12,0.13,Data N/A,Data N/A,Data N/A,Data N/A,0.27,4.07,16.35,0.00,0.23,13.03
2022-05-13,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.52,16.55,0.00,0.16,13.07
2022-05-14,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.21,17.87,0.00,0.05,12.54
2022-05-15,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.27,4.15,15.39,0.00,0.20,9.85
2022-05-16,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.27,4.02,15.93,0.00,0.24,10.30
2022-05-17,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.91,15.25,2.37,0.32,12.95
2022-05-18,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.80,17.55,2.45,0.09,12.83
2022-05-19,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.75,19.34,0.14,0.48,13.04
2022-05-20,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.48,20.10,0.00,0.81,12.64
2022-05-21,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.24,3.45,18.41,0.00,0.33,13.06
2022-05-22,0.34,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.68,17.95,0.00,0.70,13.05
2022-05-23,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.21,17.13,3.41,1.35,14.83
2022-05-24,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.22,3.21,17.40,3.85,0.03,17.24
2022-05-25,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.17,16.14,1.82,0.27,18.93
2022-05-26,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.83,15.25,1.85,0.01,19.26
2022-05-27,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.06,15.02,1.62,0.22,18.63
2022-05-28,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.22,4.29,15.32,0.00,0.19,18.53
2022-05-29,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.10,4.18,13.24,0.00,0.00,16.05
2022-05-30,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.08,4.41,16.83,0.36,0.03,16.92
2022-05-31,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.14,4.16,18.01,0.00,0.09,17.37
2022-06-01,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.09,3.51,16.99,0.00,0.08,17.41
2022-06-02,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.10,3.93,16.13,0.00,0.18,17.26
2022-06-03,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.10,3.35,17.05,0.00,0.00,17.35
2022-06-04,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.25,4.20,15.34,0.00,0.00,17.52
2022-06-05,0.08,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.28,14.73,0.00,0.00,15.03
2022-06-06,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.23,4.11,16.69,0.00,0.00,17.90
2022-06-07,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.24,3.76,16.56,0.00,0.31,18.72
2022-06-08,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.23,4.08,16.81,0.00,0.34,18.40
2022-06-09,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.26,12.36,2.43,0.00,19.40
2022-06-10,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.40,16.01,0.00,0.00,18.46
2022-06-11,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.10,15.98,0.00,0.00,18.64
2022-06-12,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.27,3.88,11.93,0.00,0.00,18.24
2022-06-13,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.60,15.94,0.00,0.00,18.55
2022-06-14,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.69,12.59,0.00,0.00,18.49
2022-06-15,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.36,15.99,0.14,1.68,18.64
2022-06-16,0.14,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.50,16.34,0.72,2.69,19.32
2022-06-17,0.14,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.85,15.73,0.00,2.84,19.39
2022-06-18,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.53,14.95,2.54,2.76,13.89
2022-06-19,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.96,14.30,1.75,2.98,12.27
2022-06-20,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.24,2.94,14.04,4.43,6.31,11.37
2022-06-21,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.01,13.91,4.12,7.68,11.32
2022-06-22,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.27,3.01,14.26,4.49,7.18,11.36
2022-06-23,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.27,3.67,13.78,6.78,4.33,11.49
2022-06-24,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.54,13.55,5.60,5.40,11.64
2022-06-25,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.27,3.61,14.30,3.11,4.61,11.62
2022-06-26,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.42,13.23,1.59,4.48,11.66
2022-06-27,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.60,12.07,6.18,6.10,11.66
2022-06-28,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.41,13.61,6.77,6.60,11.66
2022-06-29,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.48,14.10,6.52,7.57,11.64
2022-06-30,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.09,13.05,5.91,7.52,11.68
2022-07-01,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.04,12.74,5.18,8.18,11.67
2022-07-02,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.46,12.41,6.40,6.35,11.68
2022-07-03,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.25,13.83,1.28,2.84,11.38
2022-07-04,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.24,2.52,14.20,4.28,3.17,11.51
2022-07-05,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.71,13.98,4.12,2.83,11.64
2022-07-06,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.40,15.06,3.40,4.17,13.01
2022-07-07,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.10,12.70,6.56,4.24,13.01
2022-07-08,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.67,12.29,6.36,4.31,12.99
2022-07-09,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.02,13.83,3.67,2.92,12.36
2022-07-10,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.26,11.53,2.96,3.13,11.71
2022-07-11,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.91,13.74,2.12,3.28,12.85
2022-07-12,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.22,14.28,2.21,3.88,12.95
2022-07-13,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.25,4.40,13.61,0.05,2.78,12.73
2022-07-14,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.53,13.70,2.10,3.84,12.94
2022-07-15,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.25,4.11,13.71,3.39,3.97,12.99
2022-07-16,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.15,3.97,12.77,3.27,3.71,12.98
2022-07-17,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.14,3.31,13.36,0.10,3.94,12.94
2022-07-18,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.13,0.93,16.08,4.18,4.11,12.98
2022-07-19,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.14,0.57,16.95,5.12,3.11,12.96
2022-07-20,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.49,16.70,5.16,2.38,12.96
2022-07-21,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.96,14.43,3.21,5.03,12.90
2022-07-22,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.79,15.19,2.97,3.65,12.87
2022-07-23,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.15,2.24,16.32,0.32,2.39,12.93
2022-07-24,0.15,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.44,15.01,0.00,2.56,12.67
2022-07-25,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.73,18.12,2.01,2.91,12.95
2022-07-26,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.28,14.06,5.83,3.90,12.91
2022-07-27,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.12,0.32,14.49,5.99,3.04,12.95
2022-07-28,0.11,Data N/A,Data N/A,Data N/A,Data N/A,0.11,0.19,17.05,2.21,4.07,12.94
2022-07-29,0.14,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.17,16.90,3.26,4.05,12.94
2022-07-30,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.04,0.92,14.35,3.03,3.27,12.93
2022-07-31,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.00,2.51,13.37,0.14,3.26,12.16
2022-08-01,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.00,3.50,17.06,0.00,2.65,12.57
2022-08-02,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.00,3.53,19.35,0.00,0.82,11.39
2022-08-03,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.04,3.74,19.97,0.00,0.19,11.31
2022-08-04,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.07,4.85,20.61,0.00,0.08,11.19
2022-08-05,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.00,4.80,22.25,0.00,0.08,10.00
2022-08-06,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.04,4.67,21.39,0.03,0.24,9.09
2022-08-07,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.11,4.84,18.02,0.00,0.14,8.66
2022-08-08,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.12,4.58,20.76,0.00,0.07,11.66
2022-08-09,0.34,Data N/A,Data N/A,Data N/A,Data N/A,0.12,4.73,22.20,0.00,0.19,11.82
2022-08-10,0.36,Data N/A,Data N/A,Data N/A,Data N/A,0.27,4.37,22.66,0.00,0.25,11.48
2022-08-11,0.36,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.03,20.83,0.00,0.13,9.20
2022-08-12,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.88,23.68,0.00,0.77,12.04
2022-08-13,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.75,22.35,0.00,0.02,12.56
2022-08-14,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.08,19.98,0.92,0.31,12.32
2022-08-15,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.70,22.65,5.75,3.93,6.66
2022-08-16,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.11,2.31,19.67,6.51,4.16,6.50
2022-08-17,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.12,4.06,18.32,6.38,4.59,6.51
2022-08-18,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.12,3.74,18.48,6.33,4.50,6.50
2022-08-19,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.62,19.37,6.17,4.27,6.51
2022-08-20,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.75,20.39,3.26,3.95,6.49
2022-08-21,0.33,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.50,17.35,0.16,4.25,6.50
2022-08-22,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.85,19.05,3.57,3.76,6.50
2022-08-23,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.97,21.95,2.85,1.85,6.50
2022-08-24,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.60,22.76,4.56,2.58,6.48
2022-08-25,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.10,1.25,23.33,3.26,3.84,6.52
2022-08-26,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.48,21.21,3.59,3.66,7.80
2022-08-27,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.10,2.36,19.34,0.00,0.13,10.22
2022-08-28,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.13,2.05,18.23,0.00,0.00,10.45
2022-08-29,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.21,1.50,21.24,0.00,0.80,12.28
2022-08-30,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.35,20.17,1.16,2.54,12.95
2022-08-31,0.05,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.27,20.90,0.00,2.24,12.77
2022-09-01,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.22,2.46,20.10,0.00,0.78,12.06
2022-09-02,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.94,20.65,0.00,0.06,10.88
2022-09-03,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.76,19.69,0.00,0.01,10.14
2022-09-04,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.21,3.46,17.31,0.00,0.02,9.62
2022-09-05,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.17,3.90,21.16,0.00,0.07,11.25
2022-09-06,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.23,4.30,21.48,0.00,0.11,10.03
2022-09-07,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.23,4.41,21.84,0.02,0.17,9.62
2022-09-08,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.25,4.30,22.96,0.02,0.14,9.74
